prefix,group,source,round,source_cycle,execution_index,benchmark,cpu,raw_benchmark,iterations,ns_op,bytes_op,allocs_op,comparison,note,raw_file
r9,namespace,current,4,8,79,BenchmarkNamespaceAdmissionChurn/depth_64/churn_true/persistent_true,,BenchmarkNamespaceAdmissionChurn/depth_64/churn_true/persistent_true,22471,10673,5816,8,paired,,r9-namespace-4-current.txt
r9,namespace,current,4,8,79,BenchmarkNamespaceAdmissionChurn/depth_256/churn_false/persistent_false,,BenchmarkNamespaceAdmissionChurn/depth_256/churn_false/persistent_false,24265,9756,1,0,paired,,r9-namespace-4-current.txt
r9,namespace,current,4,8,79,BenchmarkNamespaceAdmissionChurn/depth_256/churn_false/persistent_true,,BenchmarkNamespaceAdmissionChurn/depth_256/churn_false/persistent_true,25516,9431,25,1,paired,,r9-namespace-4-current.txt
r9,namespace,current,4,8,79,BenchmarkNamespaceAdmissionChurn/depth_256/churn_true/persistent_false,,BenchmarkNamespaceAdmissionChurn/depth_256/churn_true/persistent_false,9253,25564,9,0,paired,,r9-namespace-4-current.txt
r9,namespace,current,4,8,79,BenchmarkNamespaceAdmissionChurn/depth_256/churn_true/persistent_true,,BenchmarkNamespaceAdmissionChurn/depth_256/churn_true/persistent_true,8467,41829,24255,10,paired,,r9-namespace-4-current.txt
r9,namespace,baseline,5,9,81,BenchmarkNamespaceAdmissionChurn/depth_16/churn_false/persistent_false,,BenchmarkNamespaceAdmissionChurn/depth_16/churn_false/persistent_false,308740,789.3,0,0,paired,,r9-namespace-5-baseline.txt
r9,namespace,baseline,5,9,81,BenchmarkNamespaceAdmissionChurn/depth_16/churn_false/persistent_true,,BenchmarkNamespaceAdmissionChurn/depth_16/churn_false/persistent_true,290662,873.6,24,1,paired,,r9-namespace-5-baseline.txt
r9,namespace,baseline,5,9,81,BenchmarkNamespaceAdmissionChurn/depth_16/churn_true/persistent_false,,BenchmarkNamespaceAdmissionChurn/depth_16/churn_true/persistent_false,113961,2132,0,0,paired,,r9-namespace-5-baseline.txt
r9,namespace,baseline,5,9,81,BenchmarkNamespaceAdmissionChurn/depth_16/churn_true/persistent_true,,BenchmarkNamespaceAdmissionChurn/depth_16/churn_true/persistent_true,92042,3161,1336,6,paired,,r9-namespace-5-baseline.txt
r9,namespace,baseline,5,9,81,BenchmarkNamespaceAdmissionChurn/depth_64/churn_false/persistent_false,,BenchmarkNamespaceAdmissionChurn/depth_64/churn_false/persistent_false,74576,3155,0,0,paired,,r9-namespace-5-baseline.txt
r9,namespace,baseline,5,9,81,BenchmarkNamespaceAdmissionChurn/depth_64/churn_false/persistent_true,,BenchmarkNamespaceAdmissionChurn/depth_64/churn_false/persistent_true,77169,3100,24,1,paired,,r9-namespace-5-baseline.txt
r9,namespace,baseline,5,9,81,BenchmarkNamespaceAdmissionChurn/depth_64/churn_true/persistent_false,,BenchmarkNamespaceAdmissionChurn/depth_64/churn_true/persistent_false,30718,7818,0,0,paired,,r9-namespace-5-baseline.txt
r9,namespace,baseline,5,9,81,BenchmarkNamespaceAdmissionChurn/depth_64/churn_true/persistent_true,,BenchmarkNamespaceAdmissionChurn/depth_64/churn_true/persistent_true,20798,11508,5817,8,paired,,r9-namespace-5-baseline.txt
r9,namespace,baseline,5,9,81,BenchmarkNamespaceAdmissionChurn/depth_256/churn_false/persistent_false,,BenchmarkNamespaceAdmissionChurn/depth_256/churn_false/persistent_false,19124,12505,3,0,paired,,r9-namespace-5-baseline.txt
r9,namespace,baseline,5,9,81,BenchmarkNamespaceAdmissionChurn/depth_256/churn_false/persistent_true,,BenchmarkNamespaceAdmissionChurn/depth_256/churn_false/persistent_true,18925,14594,27,1,paired,,r9-namespace-5-baseline.txt
r9,namespace,baseline,5,9,81,BenchmarkNamespaceAdmissionChurn/depth_256/churn_true/persistent_false,,BenchmarkNamespaceAdmissionChurn/depth_256/churn_true/persistent_false,7536,32190,15,0,paired,,r9-namespace-5-baseline.txt
r9,namespace,baseline,5,9,81,BenchmarkNamespaceAdmissionChurn/depth_256/churn_true/persistent_true,,BenchmarkNamespaceAdmissionChurn/depth_256/churn_true/persistent_true,6379,48046,24262,10,paired,,r9-namespace-5-baseline.txt
r9,namespace,current,5,10,82,BenchmarkNamespaceAdmissionChurn/depth_16/churn_false/persistent_false,,BenchmarkNamespaceAdmissionChurn/depth_16/churn_false/persistent_false,385167,623.8,0,0,paired,,r9-namespace-5-current.txt
r9,namespace,current,5,10,82,BenchmarkNamespaceAdmissionChurn/depth_16/churn_false/persistent_true,,BenchmarkNamespaceAdmissionChurn/depth_16/churn_false/persistent_true,381866,658.8,24,1,paired,,r9-namespace-5-current.txt
r9,namespace,current,5,10,82,BenchmarkNamespaceAdmissionChurn/depth_16/churn_true/persistent_false,,BenchmarkNamespaceAdmissionChurn/depth_16/churn_true/persistent_false,140239,1743,0,0,paired,,r9-namespace-5-current.txt
r9,namespace,current,5,10,82,BenchmarkNamespaceAdmissionChurn/depth_16/churn_true/persistent_true,,BenchmarkNamespaceAdmissionChurn/depth_16/churn_true/persistent_true,105741,2874,1336,6,paired,,r9-namespace-5-current.txt
r9,namespace,current,5,10,82,BenchmarkNamespaceAdmissionChurn/depth_64/churn_false/persistent_false,,BenchmarkNamespaceAdmissionChurn/depth_64/churn_false/persistent_false,98067,2443,0,0,paired,,r9-namespace-5-current.txt
r9,namespace,current,5,10,82,BenchmarkNamespaceAdmissionChurn/depth_64/churn_false/persistent_true,,BenchmarkNamespaceAdmissionChurn/depth_64/churn_false/persistent_true,97369,2497,24,1,paired,,r9-namespace-5-current.txt
r9,namespace,current,5,10,82,BenchmarkNamespaceAdmissionChurn/depth_64/churn_true/persistent_false,,BenchmarkNamespaceAdmissionChurn/depth_64/churn_true/persistent_false,35296,6928,0,0,paired,,r9-namespace-5-current.txt
r9,namespace,current,5,10,82,BenchmarkNamespaceAdmissionChurn/depth_64/churn_true/persistent_true,,BenchmarkNamespaceAdmissionChurn/depth_64/churn_true/persistent_true,22084,10545,5816,8,paired,,r9-namespace-5-current.txt
r9,namespace,current,5,10,82,BenchmarkNamespaceAdmissionChurn/depth_256/churn_false/persistent_false,,BenchmarkNamespaceAdmissionChurn/depth_256/churn_false/persistent_false,25976,9235,1,0,paired,,r9-namespace-5-current.txt
r9,namespace,current,5,10,82,BenchmarkNamespaceAdmissionChurn/depth_256/churn_false/persistent_true,,BenchmarkNamespaceAdmissionChurn/depth_256/churn_false/persistent_true,25790,9358,25,1,paired,,r9-namespace-5-current.txt
r9,namespace,current,5,10,82,BenchmarkNamespaceAdmissionChurn/depth_256/churn_true/persistent_false,,BenchmarkNamespaceAdmissionChurn/depth_256/churn_true/persistent_false,9394,26816,9,0,paired,,r9-namespace-5-current.txt
r9,namespace,current,5,10,82,BenchmarkNamespaceAdmissionChurn/depth_256/churn_true/persistent_true,,BenchmarkNamespaceAdmissionChurn/depth_256/churn_true/persistent_true,8274,41460,24256,10,paired,,r9-namespace-5-current.txt
r9,namespace,baseline,6,11,84,BenchmarkNamespaceAdmissionChurn/depth_16/churn_false/persistent_false,,BenchmarkNamespaceAdmissionChurn/depth_16/churn_false/persistent_false,320098,806.1,0,0,paired,,r9-namespace-6-baseline.txt
r9,namespace,baseline,6,11,84,BenchmarkNamespaceAdmissionChurn/depth_16/churn_false/persistent_true,,BenchmarkNamespaceAdmissionChurn/depth_16/churn_false/persistent_true,297878,854.6,24,1,paired,,r9-namespace-6-baseline.txt
r9,namespace,baseline,6,11,84,BenchmarkNamespaceAdmissionChurn/depth_16/churn_true/persistent_false,,BenchmarkNamespaceAdmissionChurn/depth_16/churn_true/persistent_false,109603,2098,0,0,paired,,r9-namespace-6-baseline.txt
r9,namespace,baseline,6,11,84,BenchmarkNamespaceAdmissionChurn/depth_16/churn_true/persistent_true,,BenchmarkNamespaceAdmissionChurn/depth_16/churn_true/persistent_true,85885,3664,1336,6,paired,,r9-namespace-6-baseline.txt
r9,namespace,baseline,6,11,84,BenchmarkNamespaceAdmissionChurn/depth_64/churn_false/persistent_false,,BenchmarkNamespaceAdmissionChurn/depth_64/churn_false/persistent_false,72739,3041,0,0,paired,,r9-namespace-6-baseline.txt
r9,namespace,baseline,6,11,84,BenchmarkNamespaceAdmissionChurn/depth_64/churn_false/persistent_true,,BenchmarkNamespaceAdmissionChurn/depth_64/churn_false/persistent_true,79094,3049,24,1,paired,,r9-namespace-6-baseline.txt
r9,namespace,baseline,6,11,84,BenchmarkNamespaceAdmissionChurn/depth_64/churn_true/persistent_false,,BenchmarkNamespaceAdmissionChurn/depth_64/churn_true/persistent_false,30946,7787,0,0,paired,,r9-namespace-6-baseline.txt
r9,namespace,baseline,6,11,84,BenchmarkNamespaceAdmissionChurn/depth_64/churn_true/persistent_true,,BenchmarkNamespaceAdmissionChurn/depth_64/churn_true/persistent_true,20214,11877,5817,8,paired,,r9-namespace-6-baseline.txt
r9,namespace,baseline,6,11,84,BenchmarkNamespaceAdmissionChurn/depth_256/churn_false/persistent_false,,BenchmarkNamespaceAdmissionChurn/depth_256/churn_false/persistent_false,19964,12146,3,0,paired,,r9-namespace-6-baseline.txt
r9,namespace,baseline,6,11,84,BenchmarkNamespaceAdmissionChurn/depth_256/churn_false/persistent_true,,BenchmarkNamespaceAdmissionChurn/depth_256/churn_false/persistent_true,18976,12666,27,1,paired,,r9-namespace-6-baseline.txt
r9,namespace,baseline,6,11,84,BenchmarkNamespaceAdmissionChurn/depth_256/churn_true/persistent_false,,BenchmarkNamespaceAdmissionChurn/depth_256/churn_true/persistent_false,7706,32391,15,0,paired,,r9-namespace-6-baseline.txt
r9,namespace,baseline,6,11,84,BenchmarkNamespaceAdmissionChurn/depth_256/churn_true/persistent_true,,BenchmarkNamespaceAdmissionChurn/depth_256/churn_true/persistent_true,7231,45671,24260,10,paired,,r9-namespace-6-baseline.txt
r9,namespace,current,6,12,83,BenchmarkNamespaceAdmissionChurn/depth_16/churn_false/persistent_false,,BenchmarkNamespaceAdmissionChurn/depth_16/churn_false/persistent_false,389186,628.4,0,0,paired,,r9-namespace-6-current.txt
r9,namespace,current,6,12,83,BenchmarkNamespaceAdmissionChurn/depth_16/churn_false/persistent_true,,BenchmarkNamespaceAdmissionChurn/depth_16/churn_false/persistent_true,362302,658.4,24,1,paired,,r9-namespace-6-current.txt
r9,namespace,current,6,12,83,BenchmarkNamespaceAdmissionChurn/depth_16/churn_true/persistent_false,,BenchmarkNamespaceAdmissionChurn/depth_16/churn_true/persistent_false,128692,1766,0,0,paired,,r9-namespace-6-current.txt
r9,namespace,current,6,12,83,BenchmarkNamespaceAdmissionChurn/depth_16/churn_true/persistent_true,,BenchmarkNamespaceAdmissionChurn/depth_16/churn_true/persistent_true,108016,2759,1336,6,paired,,r9-namespace-6-current.txt
r9,namespace,current,6,12,83,BenchmarkNamespaceAdmissionChurn/depth_64/churn_false/persistent_false,,BenchmarkNamespaceAdmissionChurn/depth_64/churn_false/persistent_false,100359,2390,0,0,paired,,r9-namespace-6-current.txt
r9,namespace,current,6,12,83,BenchmarkNamespaceAdmissionChurn/depth_64/churn_false/persistent_true,,BenchmarkNamespaceAdmissionChurn/depth_64/churn_false/persistent_true,91816,2514,24,1,paired,,r9-namespace-6-current.txt
r9,namespace,current,6,12,83,BenchmarkNamespaceAdmissionChurn/depth_64/churn_true/persistent_false,,BenchmarkNamespaceAdmissionChurn/depth_64/churn_true/persistent_false,34364,6816,0,0,paired,,r9-namespace-6-current.txt
r9,namespace,current,6,12,83,BenchmarkNamespaceAdmissionChurn/depth_64/churn_true/persistent_true,,BenchmarkNamespaceAdmissionChurn/depth_64/churn_true/persistent_true,22142,10696,5816,8,paired,,r9-namespace-6-current.txt
r9,namespace,current,6,12,83,BenchmarkNamespaceAdmissionChurn/depth_256/churn_false/persistent_false,,BenchmarkNamespaceAdmissionChurn/depth_256/churn_false/persistent_false,24790,9712,1,0,paired,,r9-namespace-6-current.txt
r9,namespace,current,6,12,83,BenchmarkNamespaceAdmissionChurn/depth_256/churn_false/persistent_true,,BenchmarkNamespaceAdmissionChurn/depth_256/churn_false/persistent_true,24662,9583,25,1,paired,,r9-namespace-6-current.txt
r9,namespace,current,6,12,83,BenchmarkNamespaceAdmissionChurn/depth_256/churn_true/persistent_false,,BenchmarkNamespaceAdmissionChurn/depth_256/churn_true/persistent_false,9235,25505,9,0,paired,,r9-namespace-6-current.txt
r9,namespace,current,6,12,83,BenchmarkNamespaceAdmissionChurn/depth_256/churn_true/persistent_true,,BenchmarkNamespaceAdmissionChurn/depth_256/churn_true/persistent_true,8160,40486,24256,10,paired,,r9-namespace-6-current.txt
r9,lex,baseline,1,1,97,BenchmarkXMLWhitespaceNormalizeReplaceASCII,,BenchmarkXMLWhitespaceNormalizeReplaceASCII,2514673,96.78,48,1,paired,,r9-lex-1-baseline.txt
r9,lex,baseline,1,1,97,BenchmarkXMLWhitespaceNormalizeCollapseASCII,,BenchmarkXMLWhitespaceNormalizeCollapseASCII,2009016,119.3,64,1,paired,,r9-lex-1-baseline.txt
r9,lex,baseline,1,1,97,BenchmarkXMLWhitespaceNormalizeReplaceNoop,,BenchmarkXMLWhitespaceNormalizeReplaceNoop,21727567,11.58,0,0,paired,,r9-lex-1-baseline.txt
r9,lex,baseline,1,1,97,BenchmarkXMLWhitespaceNormalizeCollapseNoop,,BenchmarkXMLWhitespaceNormalizeCollapseNoop,8866626,26.94,0,0,paired,,r9-lex-1-baseline.txt
r9,lex,baseline,1,1,97,BenchmarkXMLWhitespaceNormalizeReplaceUnicode,,BenchmarkXMLWhitespaceNormalizeReplaceUnicode,2145260,111.8,64,1,paired,,r9-lex-1-baseline.txt
r9,lex,baseline,1,1,97,BenchmarkXMLWhitespaceAttributeUnicode,,BenchmarkXMLWhitespaceAttributeUnicode,2167936,111.4,64,1,paired,,r9-lex-1-baseline.txt
r9,lex,current,1,2,98,BenchmarkXMLWhitespaceNormalizeReplaceASCII,,BenchmarkXMLWhitespaceNormalizeReplaceASCII,2510163,96.28,48,1,paired,,r9-lex-1-current.txt
r9,lex,current,1,2,98,BenchmarkXMLWhitespaceNormalizeCollapseASCII,,BenchmarkXMLWhitespaceNormalizeCollapseASCII,2055148,117.2,64,1,paired,,r9-lex-1-current.txt
r9,lex,current,1,2,98,BenchmarkXMLWhitespaceNormalizeReplaceNoop,,BenchmarkXMLWhitespaceNormalizeReplaceNoop,21404840,11.69,0,0,paired,,r9-lex-1-current.txt
r9,lex,current,1,2,98,BenchmarkXMLWhitespaceNormalizeCollapseNoop,,BenchmarkXMLWhitespaceNormalizeCollapseNoop,8883897,30.3,0,0,paired,,r9-lex-1-current.txt
r9,lex,current,1,2,98,BenchmarkXMLWhitespaceNormalizeReplaceUnicode,,BenchmarkXMLWhitespaceNormalizeReplaceUnicode,2128344,112.9,64,1,paired,,r9-lex-1-current.txt
r9,lex,current,1,2,98,BenchmarkXMLWhitespaceAttributeUnicode,,BenchmarkXMLWhitespaceAttributeUnicode,2107527,113.6,64,1,paired,,r9-lex-1-current.txt
r9,lex,baseline,2,3,100,BenchmarkXMLWhitespaceNormalizeReplaceASCII,,BenchmarkXMLWhitespaceNormalizeReplaceASCII,2413508,101.8,48,1,paired,,r9-lex-2-baseline.txt
r9,lex,baseline,2,3,100,BenchmarkXMLWhitespaceNormalizeCollapseASCII,,BenchmarkXMLWhitespaceNormalizeCollapseASCII,1987156,121.5,64,1,paired,,r9-lex-2-baseline.txt
r9,lex,baseline,2,3,100,BenchmarkXMLWhitespaceNormalizeReplaceNoop,,BenchmarkXMLWhitespaceNormalizeReplaceNoop,20588193,11.47,0,0,paired,,r9-lex-2-baseline.txt
r9,lex,baseline,2,3,100,BenchmarkXMLWhitespaceNormalizeCollapseNoop,,BenchmarkXMLWhitespaceNormalizeCollapseNoop,9332106,25.68,0,0,paired,,r9-lex-2-baseline.txt
r9,lex,baseline,2,3,100,BenchmarkXMLWhitespaceNormalizeReplaceUnicode,,BenchmarkXMLWhitespaceNormalizeReplaceUnicode,2245876,107.9,64,1,paired,,r9-lex-2-baseline.txt
r9,lex,baseline,2,3,100,BenchmarkXMLWhitespaceAttributeUnicode,,BenchmarkXMLWhitespaceAttributeUnicode,2152173,112.2,64,1,paired,,r9-lex-2-baseline.txt
r9,lex,current,2,4,99,BenchmarkXMLWhitespaceNormalizeReplaceASCII,,BenchmarkXMLWhitespaceNormalizeReplaceASCII,2376351,99.86,48,1,paired,,r9-lex-2-current.txt
r9,lex,current,2,4,99,BenchmarkXMLWhitespaceNormalizeCollapseASCII,,BenchmarkXMLWhitespaceNormalizeCollapseASCII,2012742,118.7,64,1,paired,,r9-lex-2-current.txt
r9,lex,current,2,4,99,BenchmarkXMLWhitespaceNormalizeReplaceNoop,,BenchmarkXMLWhitespaceNormalizeReplaceNoop,21064488,11.29,0,0,paired,,r9-lex-2-current.txt
r9,lex,current,2,4,99,BenchmarkXMLWhitespaceNormalizeCollapseNoop,,BenchmarkXMLWhitespaceNormalizeCollapseNoop,9394310,26.1,0,0,paired,,r9-lex-2-current.txt
r9,lex,current,2,4,99,BenchmarkXMLWhitespaceNormalizeReplaceUnicode,,BenchmarkXMLWhitespaceNormalizeReplaceUnicode,2138846,111.5,64,1,paired,,r9-lex-2-current.txt
r9,lex,current,2,4,99,BenchmarkXMLWhitespaceAttributeUnicode,,BenchmarkXMLWhitespaceAttributeUnicode,2141679,113.2,64,1,paired,,r9-lex-2-current.txt
r9,lex,baseline,3,5,101,BenchmarkXMLWhitespaceNormalizeReplaceASCII,,BenchmarkXMLWhitespaceNormalizeReplaceASCII,2442928,98.93,48,1,paired,,r9-lex-3-baseline.txt
r9,lex,baseline,3,5,101,BenchmarkXMLWhitespaceNormalizeCollapseASCII,,BenchmarkXMLWhitespaceNormalizeCollapseASCII,1941267,122.9,64,1,paired,,r9-lex-3-baseline.txt
r9,lex,baseline,3,5,101,BenchmarkXMLWhitespaceNormalizeReplaceNoop,,BenchmarkXMLWhitespaceNormalizeReplaceNoop,20856112,12.13,0,0,paired,,r9-lex-3-baseline.txt
r9,lex,baseline,3,5,101,BenchmarkXMLWhitespaceNormalizeCollapseNoop,,BenchmarkXMLWhitespaceNormalizeCollapseNoop,8218426,26.73,0,0,paired,,r9-lex-3-baseline.txt
r9,lex,baseline,3,5,101,BenchmarkXMLWhitespaceNormalizeReplaceUnicode,,BenchmarkXMLWhitespaceNormalizeReplaceUnicode,2233129,107.6,64,1,paired,,r9-lex-3-baseline.txt
r9,lex,baseline,3,5,101,BenchmarkXMLWhitespaceAttributeUnicode,,BenchmarkXMLWhitespaceAttributeUnicode,2245351,106.4,64,1,paired,,r9-lex-3-baseline.txt
r9,lex,current,3,6,102,BenchmarkXMLWhitespaceNormalizeReplaceASCII,,BenchmarkXMLWhitespaceNormalizeReplaceASCII,2514871,98.93,48,1,paired,,r9-lex-3-current.txt
r9,lex,current,3,6,102,BenchmarkXMLWhitespaceNormalizeCollapseASCII,,BenchmarkXMLWhitespaceNormalizeCollapseASCII,1935044,126.9,64,1,paired,,r9-lex-3-current.txt
r9,lex,current,3,6,102,BenchmarkXMLWhitespaceNormalizeReplaceNoop,,BenchmarkXMLWhitespaceNormalizeReplaceNoop,19360952,12.3,0,0,paired,,r9-lex-3-current.txt
r9,lex,current,3,6,102,BenchmarkXMLWhitespaceNormalizeCollapseNoop,,BenchmarkXMLWhitespaceNormalizeCollapseNoop,9133317,27.06,0,0,paired,,r9-lex-3-current.txt
r9,lex,current,3,6,102,BenchmarkXMLWhitespaceNormalizeReplaceUnicode,,BenchmarkXMLWhitespaceNormalizeReplaceUnicode,2126284,111.6,64,1,paired,,r9-lex-3-current.txt
r9,lex,current,3,6,102,BenchmarkXMLWhitespaceAttributeUnicode,,BenchmarkXMLWhitespaceAttributeUnicode,2173366,110.8,64,1,paired,,r9-lex-3-current.txt
r9,lex,baseline,4,7,104,BenchmarkXMLWhitespaceNormalizeReplaceASCII,,BenchmarkXMLWhitespaceNormalizeReplaceASCII,2382368,101.8,48,1,paired,,r9-lex-4-baseline.txt
r9,lex,baseline,4,7,104,BenchmarkXMLWhitespaceNormalizeCollapseASCII,,BenchmarkXMLWhitespaceNormalizeCollapseASCII,2020929,118.4,64,1,paired,,r9-lex-4-baseline.txt
r9,lex,baseline,4,7,104,BenchmarkXMLWhitespaceNormalizeReplaceNoop,,BenchmarkXMLWhitespaceNormalizeReplaceNoop,20951320,11.21,0,0,paired,,r9-lex-4-baseline.txt
r9,lex,baseline,4,7,104,BenchmarkXMLWhitespaceNormalizeCollapseNoop,,BenchmarkXMLWhitespaceNormalizeCollapseNoop,9381931,25.85,0,0,paired,,r9-lex-4-baseline.txt
r9,lex,baseline,4,7,104,BenchmarkXMLWhitespaceNormalizeReplaceUnicode,,BenchmarkXMLWhitespaceNormalizeReplaceUnicode,2135512,111.2,64,1,paired,,r9-lex-4-baseline.txt
r9,lex,baseline,4,7,104,BenchmarkXMLWhitespaceAttributeUnicode,,BenchmarkXMLWhitespaceAttributeUnicode,2187063,111,64,1,paired,,r9-lex-4-baseline.txt
r9,lex,current,4,8,103,BenchmarkXMLWhitespaceNormalizeReplaceASCII,,BenchmarkXMLWhitespaceNormalizeReplaceASCII,2452686,97.56,48,1,paired,,r9-lex-4-current.txt
r9,lex,current,4,8,103,BenchmarkXMLWhitespaceNormalizeCollapseASCII,,BenchmarkXMLWhitespaceNormalizeCollapseASCII,2031338,119.3,64,1,paired,,r9-lex-4-current.txt
r9,lex,current,4,8,103,BenchmarkXMLWhitespaceNormalizeReplaceNoop,,BenchmarkXMLWhitespaceNormalizeReplaceNoop,21283906,11.5,0,0,paired,,r9-lex-4-current.txt
r9,lex,current,4,8,103,BenchmarkXMLWhitespaceNormalizeCollapseNoop,,BenchmarkXMLWhitespaceNormalizeCollapseNoop,8817436,26.89,0,0,paired,,r9-lex-4-current.txt
r9,lex,current,4,8,103,BenchmarkXMLWhitespaceNormalizeReplaceUnicode,,BenchmarkXMLWhitespaceNormalizeReplaceUnicode,2151007,111.1,64,1,paired,,r9-lex-4-current.txt
r9,lex,current,4,8,103,BenchmarkXMLWhitespaceAttributeUnicode,,BenchmarkXMLWhitespaceAttributeUnicode,2133130,112.7,64,1,paired,,r9-lex-4-current.txt
r9,lex,baseline,5,9,105,BenchmarkXMLWhitespaceNormalizeReplaceASCII,,BenchmarkXMLWhitespaceNormalizeReplaceASCII,2403993,100.8,48,1,paired,,r9-lex-5-baseline.txt
r9,lex,baseline,5,9,105,BenchmarkXMLWhitespaceNormalizeCollapseASCII,,BenchmarkXMLWhitespaceNormalizeCollapseASCII,1960011,122,64,1,paired,,r9-lex-5-baseline.txt
r9,lex,baseline,5,9,105,BenchmarkXMLWhitespaceNormalizeReplaceNoop,,BenchmarkXMLWhitespaceNormalizeReplaceNoop,20007085,11.45,0,0,paired,,r9-lex-5-baseline.txt
r9,lex,baseline,5,9,105,BenchmarkXMLWhitespaceNormalizeCollapseNoop,,BenchmarkXMLWhitespaceNormalizeCollapseNoop,9266304,25.75,0,0,paired,,r9-lex-5-baseline.txt
r9,lex,baseline,5,9,105,BenchmarkXMLWhitespaceNormalizeReplaceUnicode,,BenchmarkXMLWhitespaceNormalizeReplaceUnicode,2229216,108.5,64,1,paired,,r9-lex-5-baseline.txt
r9,lex,baseline,5,9,105,BenchmarkXMLWhitespaceAttributeUnicode,,BenchmarkXMLWhitespaceAttributeUnicode,2184776,110.9,64,1,paired,,r9-lex-5-baseline.txt
r9,lex,current,5,10,106,BenchmarkXMLWhitespaceNormalizeReplaceASCII,,BenchmarkXMLWhitespaceNormalizeReplaceASCII,2424344,100.8,48,1,paired,,r9-lex-5-current.txt
r9,lex,current,5,10,106,BenchmarkXMLWhitespaceNormalizeCollapseASCII,,BenchmarkXMLWhitespaceNormalizeCollapseASCII,1917037,124,64,1,paired,,r9-lex-5-current.txt
r9,lex,current,5,10,106,BenchmarkXMLWhitespaceNormalizeReplaceNoop,,BenchmarkXMLWhitespaceNormalizeReplaceNoop,20070036,11.96,0,0,paired,,r9-lex-5-current.txt
r9,lex,current,5,10,106,BenchmarkXMLWhitespaceNormalizeCollapseNoop,,BenchmarkXMLWhitespaceNormalizeCollapseNoop,8963808,26.85,0,0,paired,,r9-lex-5-current.txt
r9,lex,current,5,10,106,BenchmarkXMLWhitespaceNormalizeReplaceUnicode,,BenchmarkXMLWhitespaceNormalizeReplaceUnicode,2237426,107.5,64,1,paired,,r9-lex-5-current.txt
r9,lex,current,5,10,106,BenchmarkXMLWhitespaceAttributeUnicode,,BenchmarkXMLWhitespaceAttributeUnicode,2248641,106.7,64,1,paired,,r9-lex-5-current.txt
r9,lex,baseline,6,11,108,BenchmarkXMLWhitespaceNormalizeReplaceASCII,,BenchmarkXMLWhitespaceNormalizeReplaceASCII,2491870,97.34,48,1,paired,,r9-lex-6-baseline.txt
r9,lex,baseline,6,11,108,BenchmarkXMLWhitespaceNormalizeCollapseASCII,,BenchmarkXMLWhitespaceNormalizeCollapseASCII,1999124,120.3,64,1,paired,,r9-lex-6-baseline.txt
r9,lex,baseline,6,11,108,BenchmarkXMLWhitespaceNormalizeReplaceNoop,,BenchmarkXMLWhitespaceNormalizeReplaceNoop,21218438,11.62,0,0,paired,,r9-lex-6-baseline.txt
r9,lex,baseline,6,11,108,BenchmarkXMLWhitespaceNormalizeCollapseNoop,,BenchmarkXMLWhitespaceNormalizeCollapseNoop,9018643,27.11,0,0,paired,,r9-lex-6-baseline.txt
r9,lex,baseline,6,11,108,BenchmarkXMLWhitespaceNormalizeReplaceUnicode,,BenchmarkXMLWhitespaceNormalizeReplaceUnicode,2139823,111.7,64,1,paired,,r9-lex-6-baseline.txt
r9,lex,baseline,6,11,108,BenchmarkXMLWhitespaceAttributeUnicode,,BenchmarkXMLWhitespaceAttributeUnicode,2133720,114,64,1,paired,,r9-lex-6-baseline.txt
r9,lex,current,6,12,107,BenchmarkXMLWhitespaceNormalizeReplaceASCII,,BenchmarkXMLWhitespaceNormalizeReplaceASCII,2413269,100.4,48,1,paired,,r9-lex-6-current.txt
r9,lex,current,6,12,107,BenchmarkXMLWhitespaceNormalizeCollapseASCII,,BenchmarkXMLWhitespaceNormalizeCollapseASCII,1946118,123.2,64,1,paired,,r9-lex-6-current.txt
r9,lex,current,6,12,107,BenchmarkXMLWhitespaceNormalizeReplaceNoop,,BenchmarkXMLWhitespaceNormalizeReplaceNoop,20129724,11.86,0,0,paired,,r9-lex-6-current.txt
r9,lex,current,6,12,107,BenchmarkXMLWhitespaceNormalizeCollapseNoop,,BenchmarkXMLWhitespaceNormalizeCollapseNoop,9279724,26.88,0,0,paired,,r9-lex-6-current.txt
r9,lex,current,6,12,107,BenchmarkXMLWhitespaceNormalizeReplaceUnicode,,BenchmarkXMLWhitespaceNormalizeReplaceUnicode,2123902,110.8,64,1,paired,,r9-lex-6-current.txt
r9,lex,current,6,12,107,BenchmarkXMLWhitespaceAttributeUnicode,,BenchmarkXMLWhitespaceAttributeUnicode,2214543,107.5,64,1,paired,,r9-lex-6-current.txt
r9,uri,baseline,1,1,109,BenchmarkReference/Check/schema.xsd,,BenchmarkReference/Check/schema.xsd,1557886,153.9,0,0,paired,,r9-uri-1-baseline.txt
r9,uri,baseline,1,1,109,BenchmarkReference/Parse/schema.xsd,,BenchmarkReference/Parse/schema.xsd,1319000,180.3,0,0,paired,,r9-uri-1-baseline.txt
r9,uri,baseline,1,1,109,BenchmarkReference/Check/https://example.com/schema.xsd,,BenchmarkReference/Check/https://example.com/schema.xsd,567363,395,0,0,paired,,r9-uri-1-baseline.txt
r9,uri,baseline,1,1,109,BenchmarkReference/Parse/https://example.com/schema.xsd,,BenchmarkReference/Parse/https://example.com/schema.xsd,593703,422.2,0,0,paired,,r9-uri-1-baseline.txt
